Year,Region,Region_Code,Population_M,GDP_per_capita_Lakh,Urbanization_Rate,Devices_Per_Person,Recycling_Rate,Ewaste_Tons
2008,Haryana,HR,28.61,2.47,39.52,0.77,17.0,7.86
2016,Telangana,TG,42.4,4.19,44.14,2.1,21.27,55.03
2024,Chhattisgarh,CG,29.13,2.68,69.06,4.07,25.4,65.83
2006,Jammu & Kashmir,JK,14.01,1.41,42.47,1.02,11.41,3.31
2010,Rajasthan,RJ,57.69,1.6,60.93,0.97,9.97,19.8
2014,Telangana,TG,41.71,3.13,31.65,0.93,19.1,13.17
2021,Arunachal Pradesh,AR,2.77,3.15,28.88,1.87,18.03,1.57
2006,Uttar Pradesh,UP,195.84,3.74,41.64,0.63,18.01,71.14
2016,Karnataka,KA,58.62,3.78,29.24,0.45,13.75,11.22
2009,Tamil Nadu,TN,63.38,2.39,42.64,0.99,19.34,22.22
2024,Tamil Nadu,TN,74.51,6.93,38.31,1.22,24.38,80.6
2013,Sikkim,SK,1.93,1.51,30.08,1.37,19.23,0.41
2008,Meghalaya,ML,3.53,1.99,58.49,0.74,19.1,1.13
2024,Chhattisgarh,CG,29.01,2.69,69.47,4.08,25.33,66.55
2016,Himachal Pradesh,HP,12.92,2.86,43.87,1.47,7.13,8.38
2017,West Bengal,WB,81.82,1.41,59.08,2.2,12.91,59.28
2018,Meghalaya,ML,4.05,2.15,49.99,2.83,10.89,4.4
2005,Nagaland,NL,2.31,0.56,56.24,0.38,15.76,0.1
2024,Nagaland,NL,2.88,4.9,31.38,1.21,24.75,1.91
2018,Telangana,TG,43.28,2.58,40.81,0.6,10.31,9.35
2011,Chhattisgarh,CG,25.06,1.74,47.87,0.3,14.5,2.15
2024,Manipur,MN,4.25,3.35,70.28,2.2,24.15,6.88
2006,Gujarat,GJ,51.17,1.14,68.26,1.08,3.36,18.62
2012,Haryana,HR,30.54,2.38,54.96,1.8,16.89,27.11
2011,Delhi,DL,14.91,2.64,54.45,0.71,5.83,5.66
2009,Jammu & Kashmir,JK,14.47,1.06,27.28,1.34,5.05,2.17
2009,Maharashtra,MH,108.98,1.74,26.62,0.27,5.18,5.76
2006,Rajasthan,RJ,53.39,1.95,69.54,1.25,16.94,32.5
2007,Uttar Pradesh,UP,197.39,3.8,51.38,1.34,17.88,171.52
2021,Mizoram,MZ,2.09,1.52,73.01,2.36,20.11,2.04
2023,Punjab,PB,32.41,3.6,46.37,3.3,14.46,65.53
2012,Bihar,BR,98.41,2.93,61.57,0.6,16.04,38.01
2023,Meghalaya,ML,4.31,5.37,51.0,3.27,13.66,13.37
2024,Tamil Nadu,TN,74.85,6.94,38.44,1.22,24.38,78.41
2022,West Bengal,WB,88.01,4.95,65.09,2.71,13.19,270.45
2012,West Bengal,WB,77.54,2.01,48.65,1.0,17.87,26.23
2021,Manipur,MN,4.09,2.89,65.13,1.87,18.42,4.93
2019,Himachal Pradesh,HP,13.33,3.73,35.05,1.44,10.7,8.49
2013,Gujarat,GJ,55.29,3.34,29.87,1.91,11.02,37.05
2005,West Bengal,WB,70.07,0.87,31.39,1.03,2.13,7.83
2024,Goa,GA,2.86,4.38,29.33,2.1,22.57,2.38
2008,Jammu & Kashmir,JK,14.21,1.56,40.86,0.65,5.67,2.32
2009,Telangana,TG,38.22,2.05,41.84,1.26,16.54,14.53
2023,Uttar Pradesh,UP,243.65,10.36,60.53,1.99,16.46,1073.26
2023,Karnataka,KA,64.41,3.4,75.4,3.44,24.99,193.84
2015,Uttar Pradesh,UP,219.17,2.95,73.33,1.0,17.82,165.97
2011,Telangana,TG,40.07,2.68,53.82,0.37,13.74,7.84
2020,Chhattisgarh,CG,27.69,3.78,61.42,2.99,22.34,61.87
2010,Andhra Pradesh,AP,45.49,1.99,70.76,0.36,10.24,9.5
2006,Punjab,PB,26.79,1.53,23.42,1.06,18.25,3.65
2018,Manipur,MN,4.06,1.68,65.24,0.95,18.4,1.43
2016,Sikkim,SK,1.99,2.21,64.24,2.23,14.02,2.2
2021,Haryana,HR,33.37,3.16,57.22,1.84,22.86,40.62
2024,Tripura,TR,4.3,3.42,40.21,3.68,14.21,7.17
2020,Tamil Nadu,TN,72.88,1.58,62.6,1.03,11.55,25.55
2018,Arunachal Pradesh,AR,2.71,2.03,35.55,2.12,8.14,1.54
2016,Gujarat,GJ,57.96,4.53,41.83,0.83,18.27,32.65
2011,Sikkim,SK,1.81,2.56,69.61,0.96,14.51,1.06
2008,West Bengal,WB,73.55,1.48,50.94,0.44,12.81,8.63
2011,Odisha,OR,41.17,2.38,61.11,0.83,15.04,19.18
2024,Nagaland,NL,2.89,4.86,31.61,1.21,24.58,1.91
2009,Karnataka,KA,54.85,1.65,50.86,1.18,12.07,20.23
2023,Punjab,PB,32.36,3.58,46.3,3.29,14.54,64.35
2013,West Bengal,WB,77.96,3.96,61.61,0.57,14.73,41.44
2012,Himachal Pradesh,HP,12.59,1.66,49.58,1.61,15.56,5.53
2014,Jharkhand,JH,28.81,1.23,43.57,2.07,17.77,11.55
2023,Bihar,BR,114.45,4.66,34.48,2.21,20.31,126.61
2015,Tamil Nadu,TN,68.29,1.78,24.77,1.27,8.41,13.49
2024,Assam,AS,34.42,5.81,68.73,2.01,15.51,102.25
2013,Uttarakhand,UK,12.59,1.73,35.58,1.65,6.67,4.43
2024,West Bengal,WB,89.1,3.78,63.47,2.86,11.53,205.16
2015,Uttarakhand,UK,13.15,1.27,65.66,1.16,6.89,5.13
2006,Bihar,BR,91.05,1.95,56.62,0.99,8.48,34.16
2016,Odisha,OR,44.73,1.73,70.2,0.78,9.95,16.59
2011,Telangana,TG,40.21,2.69,53.78,0.37,13.85,7.86
2024,Jharkhand,JH,32.31,6.72,64.29,2.91,18.31,152.09
2010,Nagaland,NL,2.46,1.18,67.71,1.6,15.43,1.0
2017,Meghalaya,ML,3.97,2.28,44.41,1.34,8.44,2.17
2017,Chhattisgarh,CG,26.73,2.83,45.15,1.54,20.01,16.35
2019,Uttarakhand,UK,13.33,2.2,30.79,1.13,21.97,3.4
2005,Jammu & Kashmir,JK,13.51,1.16,59.21,0.43,13.79,1.5
2023,Nagaland,NL,2.86,2.47,34.02,2.17,14.06,1.68
2022,Maharashtra,MH,127.35,3.78,75.0,3.41,18.5,390.05
2006,Uttarakhand,UK,11.7,2.19,33.47,0.43,10.79,1.43
2005,Uttarakhand,UK,11.63,1.85,26.94,1.07,11.22,2.09
2014,Jammu & Kashmir,JK,15.3,1.7,66.75,1.54,17.76,9.51
2014,Delhi,DL,15.2,1.0,67.99,1.37,5.73,5.04
2015,Sikkim,SK,1.91,1.54,49.54,1.44,10.64,0.84
2008,Arunachal Pradesh,AR,2.36,0.82,46.45,0.71,13.97,0.21
2009,Tamil Nadu,TN,63.32,2.38,42.81,0.99,19.29,22.22
2016,Andhra Pradesh,AP,49.4,2.1,34.32,2.42,18.28,29.59
2019,Uttar Pradesh,UP,228.95,2.14,39.45,2.86,8.7,205.58
2019,Jammu & Kashmir,JK,16.6,2.14,30.99,2.4,16.55,8.53
2007,Uttarakhand,UK,11.76,1.58,41.4,0.85,13.35,2.37
2012,Uttarakhand,UK,12.58,1.68,58.01,0.79,4.33,3.69
2020,Maharashtra,MH,127.4,5.8,63.73,1.09,19.46,166.71
2016,Rajasthan,RJ,61.4,3.9,39.72,2.47,8.11,85.55
2018,Himachal Pradesh,HP,13.42,2.04,32.18,1.63,13.51,5.48
2023,Mizoram,MZ,2.15,5.64,66.05,3.12,21.51,8.87
2008,Uttar Pradesh,UP,199.35,4.11,44.24,1.15,10.85,158.52
2020,Odisha,OR,46.95,2.19,61.31,2.58,9.97,59.85
2013,Nagaland,NL,2.51,2.56,44.41,1.11,17.48,1.17
2018,Jammu & Kashmir,JK,16.11,1.44,32.42,0.87,21.97,2.27
2010,Goa,GA,2.41,1.87,62.46,0.62,3.55,0.73
2024,Jharkhand,JH,32.43,6.72,63.85,2.91,18.41,152.56
2009,Madhya Pradesh,MP,65.06,1.32,23.15,1.01,14.14,7.71
2020,Mizoram,MZ,2.02,4.63,26.11,0.75,10.15,0.7
2023,Assam,AS,34.28,1.98,71.22,3.84,25.52,61.27
2016,Arunachal Pradesh,AR,2.66,1.97,59.48,1.79,11.44,1.92
2006,Tripura,TR,3.5,2.0,35.17,0.36,6.16,0.34
2015,Goa,GA,2.6,2.78,50.14,1.17,10.02,1.64
2014,Haryana,HR,30.79,3.54,57.49,0.56,20.42,12.67
2019,Jammu & Kashmir,JK,16.64,2.15,31.07,2.39,16.61,8.5
2018,West Bengal,WB,82.01,2.37,37.07,0.94,21.36,21.79
2021,Manipur,MN,4.08,2.89,64.89,1.87,18.37,4.83
2017,Uttar Pradesh,UP,223.89,4.84,56.21,2.05,14.93,441.39
2009,Gujarat,GJ,52.06,0.85,44.52,1.4,13.02,9.66
2020,Arunachal Pradesh,AR,2.74,2.07,69.48,2.65,21.57,3.77
2022,Andhra Pradesh,AP,51.51,2.82,72.35,1.09,22.6,40.33
2023,Goa,GA,2.87,2.49,59.83,0.71,11.31,1.2
2018,Maharashtra,MH,124.11,5.91,27.22,0.66,20.11,40.62
2008,Karnataka,KA,54.64,0.79,51.32,1.07,17.59,8.56
2017,Gujarat,GJ,58.51,1.35,64.69,1.75,14.28,31.28
2016,Chhattisgarh,CG,25.69,3.67,36.24,2.43,6.11,29.71
2005,Sikkim,SK,1.74,1.02,52.25,0.31,12.14,0.1
2015,Rajasthan,RJ,61.11,1.81,64.85,0.68,18.04,17.52
2018,Karnataka,KA,59.49,2.4,27.62,0.65,7.79,9.2
2014,West Bengal,WB,79.92,2.29,49.24,2.1,20.43,67.52
2021,Odisha,OR,46.44,5.96,70.05,2.17,21.71,137.64
2024,Haryana,HR,34.26,3.1,41.13,1.23,11.45,21.56
2009,Telangana,TG,38.31,2.05,41.79,1.27,16.65,14.37
2016,Mizoram,MZ,1.93,1.57,27.91,0.45,7.38,0.13
2021,Tripura,TR,4.16,4.83,41.14,2.68,21.19,7.88
2006,Karnataka,KA,51.51,1.44,49.36,0.87,15.84,12.34
2012,Jammu & Kashmir,JK,15.07,1.67,22.53,1.13,10.51,2.44
2009,Maharashtra,MH,108.45,1.75,26.7,0.27,5.2,5.83
2019,Delhi,DL,16.25,4.68,60.53,2.75,10.34,50.46
2017,Goa,GA,2.66,3.27,37.5,2.4,15.92,2.93
2006,Andhra Pradesh,AP,43.71,0.89,54.94,0.68,14.48,4.74
2020,Punjab,PB,31.89,3.92,33.44,3.27,18.15,50.13
2006,Mizoram,MZ,1.75,1.11,49.02,0.91,12.99,0.34
2010,West Bengal,WB,74.31,1.72,50.7,0.45,4.97,11.75
2007,Uttarakhand,UK,11.78,1.58,41.19,0.85,13.33,2.4
2005,Manipur,MN,3.44,0.83,21.0,0.78,10.13,0.17
2006,Odisha,OR,38.85,1.89,30.41,0.32,14.17,2.69
2010,Haryana,HR,29.29,2.68,46.4,1.2,19.69,14.63
2020,Gujarat,GJ,60.63,3.83,29.51,2.05,23.27,50.25
2014,Haryana,HR,30.76,3.54,58.03,0.56,20.4,12.34
2016,Chhattisgarh,CG,25.84,3.7,36.25,2.44,6.11,29.54
2016,Andhra Pradesh,AP,49.07,2.11,34.34,2.44,18.32,30.75
2024,Punjab,PB,33.12,4.37,45.75,3.5,20.25,80.04
2016,Telangana,TG,42.64,4.22,44.3,2.11,21.43,55.49
2024,Kerala,KL,32.3,4.91,70.32,2.07,23.87,79.2
2012,Uttarakhand,UK,12.52,1.69,58.3,0.79,4.35,3.71
2016,Bihar,BR,103.06,4.67,29.24,0.49,20.96,21.5
2021,Rajasthan,RJ,64.59,3.83,59.6,2.19,16.32,125.0
2016,Himachal Pradesh,HP,13.03,2.87,43.99,1.47,7.12,8.47
2010,Uttarakhand,UK,12.0,2.63,68.45,1.02,9.63,8.29
2015,Haryana,HR,30.68,1.53,63.69,1.23,19.07,12.7
2020,West Bengal,WB,84.61,4.98,48.88,1.58,14.92,125.09
2009,Gujarat,GJ,52.06,0.85,44.25,1.4,13.07,9.71
2005,Uttar Pradesh,UP,193.05,3.55,56.68,0.35,3.66,53.81
2019,Kerala,KL,30.94,3.57,45.21,3.05,19.64,50.72
2009,Jammu & Kashmir,JK,14.37,1.06,27.35,1.35,5.08,2.1
2015,Arunachal Pradesh,AR,2.6,1.37,33.71,0.46,11.3,0.21
2013,Delhi,DL,14.83,2.72,48.57,1.21,7.52,8.29
2024,Maharashtra,MH,131.69,6.9,49.51,3.1,20.95,458.93
2021,Haryana,HR,33.38,3.16,57.44,1.84,22.84,40.59
2015,Madhya Pradesh,MP,70.8,2.49,60.61,1.7,14.71,59.82
2017,Odisha,OR,45.19,3.89,67.1,1.33,13.4,55.11
2012,Haryana,HR,30.3,2.36,55.11,1.78,16.79,27.69
2024,Andhra Pradesh,AP,53.06,4.79,46.37,2.29,23.14,78.92
2015,Goa,GA,2.59,2.79,49.84,1.18,10.03,1.62
2018,Andhra Pradesh,AP,50.07,4.93,47.86,2.4,13.72,114.82
2009,Kerala,KL,27.47,1.91,66.07,1.35,4.37,19.72
2009,Chhattisgarh,CG,24.12,2.0,46.41,0.57,7.93,4.87
2013,Telangana,TG,39.54,1.39,28.19,0.51,5.03,3.37
2007,West Bengal,WB,72.42,0.98,62.0,0.32,10.78,4.69
2009,Andhra Pradesh,AP,44.25,2.12,44.21,0.55,8.37,7.94
2014,Chhattisgarh,CG,25.95,2.33,53.16,1.88,18.46,20.54
2014,Nagaland,NL,2.58,2.78,62.09,1.14,20.55,1.67
2009,Himachal Pradesh,HP,11.97,1.47,70.22,0.64,12.16,3.09
2013,Chhattisgarh,CG,25.31,1.45,57.5,1.28,19.59,8.52
2016,Meghalaya,ML,3.91,2.18,32.03,0.82,9.37,0.92
2011,Assam,AS,29.36,2.83,69.12,1.12,7.41,22.72
2022,Nagaland,NL,2.83,1.79,38.63,0.65,22.48,0.47
2022,Goa,GA,2.81,3.61,44.23,0.89,20.42,1.44
2013,Himachal Pradesh,HP,12.82,1.92,43.8,1.32,18.58,5.15
2014,Odisha,OR,43.21,3.08,52.01,1.4,5.28,37.41
2014,Telangana,TG,41.62,3.13,31.44,0.93,19.13,12.8
2019,Arunachal Pradesh,AR,2.67,4.21,69.32,2.04,11.15,6.12
2014,Sikkim,SK,1.91,2.51,69.59,1.0,18.97,1.14
2018,Haryana,HR,32.37,2.04,41.72,1.16,19.57,10.14
2015,Tamil Nadu,TN,68.08,1.77,24.95,1.27,8.41,13.24
2016,Bihar,BR,103.18,4.69,29.48,0.49,20.94,21.8
2014,Uttar Pradesh,UP,215.57,1.94,42.75,1.32,6.03,99.77
2024,Assam,AS,34.3,5.82,68.63,2.0,15.53,101.2
2024,Delhi,DL,17.37,2.75,68.75,1.6,20.2,16.54
2015,Mizoram,MZ,1.95,2.21,59.77,1.05,8.94,0.93
2012,Uttar Pradesh,UP,209.03,2.56,44.11,1.73,6.46,161.86
2010,Andhra Pradesh,AP,45.6,1.99,71.16,0.36,10.34,9.3
2022,Mizoram,MZ,2.06,3.65,63.2,1.77,22.84,2.53
2015,Jammu & Kashmir,JK,15.71,3.46,41.05,2.27,16.36,17.77
2022,Odisha,OR,47.54,2.63,68.88,1.89,13.28,57.81
2023,Tamil Nadu,TN,74.9,4.96,62.52,3.09,20.1,232.51
2022,Punjab,PB,31.53,4.41,46.97,3.02,19.79,71.13
2017,West Bengal,WB,81.96,1.41,59.04,2.21,12.9,62.08
2016,Assam,AS,31.21,4.04,52.01,1.66,21.05,34.67
2012,Goa,GA,2.44,2.35,52.94,1.08,13.04,1.17
2022,Madhya Pradesh,MP,77.93,2.02,34.96,2.77,17.44,50.48
2012,Maharashtra,MH,116.32,4.15,45.97,1.04,7.17,85.17
2008,Delhi,DL,14.25,1.56,40.69,0.42,3.31,1.52
2016,Tamil Nadu,TN,69.14,2.11,43.07,2.16,14.72,45.21
2023,Jammu & Kashmir,JK,17.0,4.73,64.14,2.35,22.58,42.19
2024,Himachal Pradesh,HP,14.34,6.3,62.22,1.14,13.9,22.7
2021,Goa,GA,2.78,3.69,32.9,1.74,16.03,1.97
2016,Himachal Pradesh,HP,12.91,2.86,44.18,1.47,7.15,8.57
2017,Manipur,MN,3.92,3.04,68.97,1.06,11.69,3.18
2005,Jammu & Kashmir,JK,13.49,1.16,59.07,0.43,13.86,1.5
2011,Manipur,MN,3.75,1.99,27.06,1.38,13.81,1.01
2008,Tripura,TR,3.53,1.16,49.17,0.77,3.67,0.57
2023,Delhi,DL,16.85,5.96,53.89,1.61,14.99,32.07
2010,Tripura,TR,3.66,1.31,63.18,1.2,13.55,1.22
2014,Goa,GA,2.52,3.04,69.68,0.97,14.77,2.06
2017,Chhattisgarh,CG,26.54,2.84,45.46,1.55,20.16,16.77
2011,Arunachal Pradesh,AR,2.5,1.88,31.65,0.72,4.53,0.43
2006,Telangana,TG,36.59,2.34,26.7,0.63,16.97,5.35
2007,Delhi,DL,13.97,0.63,35.77,0.29,16.82,0.33
2023,Mizoram,MZ,2.13,5.66,66.0,3.1,21.52,9.17
2010,Manipur,MN,3.63,0.84,39.93,1.07,19.9,0.46
2007,Jammu & Kashmir,JK,14.03,1.48,30.96,1.02,17.11,2.3
2023,Tripura,TR,4.21,2.05,48.93,2.23,20.04,3.25
2024,Rajasthan,RJ,67.69,6.61,72.77,2.98,13.18,319.91
2011,Nagaland,NL,2.48,2.3,47.21,0.88,10.69,0.94
2022,Mizoram,MZ,2.06,3.63,62.8,1.76,22.9,2.55
2014,Arunachal Pradesh,AR,2.53,2.37,36.1,1.83,6.51,1.67
2022,Tripura,TR,4.12,2.89,56.13,1.23,11.53,2.77
2011,Kerala,KL,28.57,1.51,45.58,0.56,9.61,3.78
2015,Assam,AS,31.04,1.16,41.02,0.98,17.36,5.24
2023,Assam,AS,34.28,2.0,71.01,3.83,25.32,61.65
2017,Jammu & Kashmir,JK,15.53,4.08,53.85,1.66,6.84,21.59
2023,Rajasthan,RJ,66.22,4.11,68.64,3.71,17.31,237.7
2019,Andhra Pradesh,AP,50.0,3.98,47.48,2.11,20.6,70.89
2010,Odisha,OR,41.47,1.74,23.43,0.66,18.65,4.18
2016,Uttarakhand,UK,13.16,1.86,30.14,1.8,12.25,5.1
2021,Odisha,OR,46.28,5.91,69.74,2.16,21.63,138.55
2008,Odisha,OR,41.05,2.14,62.19,1.18,15.33,25.38
2010,Tamil Nadu,TN,63.38,3.02,30.65,1.46,18.82,28.76
2017,Kerala,KL,30.6,1.19,32.45,2.06,9.02,8.81
2006,Odisha,OR,38.64,1.91,30.6,0.32,14.24,2.65
2019,Chhattisgarh,CG,27.19,2.98,57.11,2.18,19.6,34.03
2018,Arunachal Pradesh,AR,2.7,2.04,35.72,2.14,8.14,1.6
2020,Tamil Nadu,TN,72.78,1.59,62.57,1.03,11.51,25.25
2016,Sikkim,SK,2.01,2.19,64.09,2.23,14.08,2.23
2007,Punjab,PB,26.63,2.45,26.12,1.08,9.27,6.81
2020,Haryana,HR,32.62,4.54,29.75,0.61,18.44,9.8
2007,Meghalaya,ML,3.53,1.04,54.75,1.32,7.56,0.94
2016,Andhra Pradesh,AP,49.48,2.12,34.6,2.44,18.21,29.78
2007,Delhi,DL,14.03,0.63,35.87,0.29,16.77,0.33
2022,Delhi,DL,16.56,4.33,72.11,1.42,20.37,23.1
2015,Madhya Pradesh,MP,70.68,2.47,60.67,1.72,14.79,61.33
2012,Tripura,TR,3.68,1.57,65.54,0.45,17.46,0.65
2014,Sikkim,SK,1.92,2.49,69.85,1.0,19.13,1.14
2022,Sikkim,SK,2.08,4.76,71.5,0.74,19.78,1.87
2018,Punjab,PB,31.15,1.92,27.04,1.29,10.86,7.91
2012,Uttarakhand,UK,12.6,1.7,58.28,0.79,4.32,3.74
2014,West Bengal,WB,79.36,2.28,48.9,2.11,20.5,67.79
2022,West Bengal,WB,87.73,4.91,65.13,2.71,13.21,269.09
2005,Kerala,KL,25.83,1.03,68.28,0.66,5.8,4.57
2018,Tripura,TR,4.04,4.02,60.06,1.89,23.6,6.35
2012,Goa,GA,2.45,2.34,53.0,1.08,13.01,1.16
2008,Gujarat,GJ,51.96,0.81,50.11,1.44,7.98,10.59
2007,Punjab,PB,26.68,2.46,26.07,1.08,9.3,6.61
2019,Arunachal Pradesh,AR,2.67,4.21,69.65,2.05,11.22,6.03
2010,Bihar,BR,96.72,3.56,54.17,0.93,6.46,70.59
2020,Bihar,BR,109.39,5.62,58.42,0.8,10.33,110.74
2010,Gujarat,GJ,54.17,2.85,71.27,1.12,3.94,48.45
2012,Tamil Nadu,TN,64.87,1.88,29.98,1.15,5.56,15.13
2010,Nagaland,NL,2.46,1.17,67.65,1.6,15.36,1.02
2007,Karnataka,KA,53.0,2.71,61.84,1.27,15.16,40.39
2023,Jharkhand,JH,32.42,5.74,69.72,0.87,23.89,37.67
2020,Delhi,DL,16.59,4.25,50.53,1.85,24.18,22.48
2011,Meghalaya,ML,3.66,1.17,40.42,1.31,12.75,0.77
2013,Punjab,PB,29.54,1.12,69.1,1.42,10.79,11.72
2008,Maharashtra,MH,110.31,1.49,54.9,1.38,3.28,51.51
2010,Jharkhand,JH,28.18,0.94,55.23,0.92,7.62,5.06
2020,Jharkhand,JH,30.84,2.87,42.87,3.2,21.6,45.39
2011,Jammu & Kashmir,JK,14.76,2.21,33.52,1.46,9.47,5.73
2018,Rajasthan,RJ,62.81,4.08,29.98,2.43,18.86,62.22
2006,Odisha,OR,38.78,1.9,30.34,0.32,14.14,2.61
2006,Bihar,BR,90.38,1.94,56.4,0.99,8.49,34.59
2015,Punjab,PB,29.84,2.64,28.9,0.54,16.49,4.43
2023,Punjab,PB,32.2,3.59,46.19,3.3,14.43,63.97
2021,Andhra Pradesh,AP,50.38,5.98,60.85,1.74,13.84,107.06
2009,Uttarakhand,UK,12.06,2.36,69.79,0.5,16.71,3.64
2015,Uttar Pradesh,UP,219.42,2.95,73.3,1.0,17.66,162.93
2012,Punjab,PB,28.94,1.35,39.27,0.86,9.35,4.78
2022,Kerala,KL,32.14,4.12,28.65,2.73,11.42,41.4
2011,Manipur,MN,3.76,2.01,26.91,1.37,13.76,1.03
2015,Haryana,HR,30.75,1.53,63.71,1.23,19.05,12.92
2018,Maharashtra,MH,123.9,5.92,27.2,0.66,19.94,41.33
2020,Uttar Pradesh,UP,227.4,3.6,38.85,0.74,11.47,82.09
2005,Rajasthan,RJ,54.6,2.38,65.67,0.22,9.76,7.76
2010,Tamil Nadu,TN,63.58,3.01,30.66,1.45,18.91,28.21
2022,Maharashtra,MH,127.17,3.77,74.81,3.41,18.53,386.63
2014,Nagaland,NL,2.57,2.78,62.03,1.14,20.69,1.65
2014,Gujarat,GJ,55.35,3.24,55.52,1.89,12.84,66.25
2019,Karnataka,KA,61.79,3.0,62.32,2.81,12.42,114.14
2014,Bihar,BR,103.27,1.87,43.47,0.83,17.35,27.02
2022,Kerala,KL,32.16,4.15,28.38,2.73,11.48,40.63
2023,Manipur,MN,4.22,4.28,49.19,2.43,12.16,8.29
2018,Delhi,DL,16.17,2.32,34.55,2.6,17.17,13.19
2006,Delhi,DL,13.88,0.81,36.66,0.31,12.4,0.51
2018,Tripura,TR,4.02,4.03,60.03,1.88,23.63,6.12
2020,Tripura,TR,4.04,1.9,45.08,1.01,13.33,1.24
2009,Uttar Pradesh,UP,205.5,1.84,29.48,1.49,14.26,53.63
2021,Karnataka,KA,61.13,3.46,61.0,2.53,12.67,123.3
2013,Jammu & Kashmir,JK,15.02,2.12,45.48,1.54,19.76,7.43
2019,Tripura,TR,4.11,1.35,28.55,1.84,9.19,1.19
2024,Karnataka,KA,64.8,4.67,75.66,2.24,18.23,165.04
2018,Meghalaya,ML,4.06,2.15,50.06,2.84,10.89,4.57
2009,Andhra Pradesh,AP,44.32,2.11,44.2,0.55,8.35,7.99
2015,Tamil Nadu,TN,68.27,1.78,24.77,1.27,8.38,13.75
2024,Tamil Nadu,TN,74.48,6.99,38.26,1.22,24.41,77.94
2013,Jharkhand,JH,28.49,3.27,35.1,1.59,7.88,19.72
2017,Jammu & Kashmir,JK,15.53,4.08,53.65,1.67,6.87,21.53
2008,Tripura,TR,3.52,1.16,49.07,0.77,3.7,0.56
2023,Rajasthan,RJ,66.56,4.12,68.6,3.73,17.37,228.94
2006,Karnataka,KA,51.83,1.43,49.44,0.87,15.78,12.03
2017,Maharashtra,MH,119.76,2.59,28.27,2.21,19.6,67.88
2011,Punjab,PB,28.58,0.87,69.86,1.11,14.69,7.26
2023,Andhra Pradesh,AP,51.37,2.11,33.14,2.85,14.99,36.84
2018,Jammu & Kashmir,JK,16.03,1.44,32.21,0.87,22.07,2.31
2022,Maharashtra,MH,127.08,3.81,75.24,3.43,18.57,392.96
2012,Rajasthan,RJ,59.26,3.27,49.14,1.74,10.31,58.29
2008,Madhya Pradesh,MP,64.29,2.97,42.27,0.3,14.21,8.31
2024,Odisha,OR,47.98,5.87,66.39,0.86,11.94,61.82
2009,Sikkim,SK,1.79,1.67,48.07,0.82,16.44,0.39
2020,Odisha,OR,47.23,2.18,61.25,2.59,9.97,59.71
2005,Madhya Pradesh,MP,63.31,1.65,25.15,0.51,2.84,5.43
2008,Maharashtra,MH,110.02,1.49,55.23,1.39,3.29,53.09
2012,Goa,GA,2.46,2.34,53.26,1.08,13.08,1.15
2020,Assam,AS,32.33,4.97,25.09,1.03,8.94,15.05
2011,Telangana,TG,40.33,2.67,53.98,0.37,13.78,7.85
2013,West Bengal,WB,78.08,3.98,61.46,0.57,14.79,40.56
2021,Rajasthan,RJ,64.22,3.86,59.85,2.18,16.33,125.13
2024,Uttar Pradesh,UP,247.23,7.53,36.7,2.6,15.26,585.87
2015,West Bengal,WB,79.99,1.46,50.76,1.63,7.25,36.03
2020,Mizoram,MZ,2.04,4.64,26.11,0.75,10.1,0.7
2010,West Bengal,WB,74.39,1.71,51.0,0.45,4.95,11.68
2016,Karnataka,KA,58.89,3.77,29.16,0.45,13.66,11.36
2005,Goa,GA,2.32,1.31,67.49,1.19,14.11,0.88
2024,Jharkhand,JH,32.23,6.72,64.43,2.9,18.38,153.36
2019,Karnataka,KA,61.5,3.0,62.47,2.8,12.36,109.9
2014,Goa,GA,2.52,3.04,70.21,0.97,14.8,2.09
2007,Rajasthan,RJ,55.21,1.11,64.73,0.64,4.62,9.2
2013,Karnataka,KA,55.93,2.01,60.62,1.47,14.72,36.12
2008,West Bengal,WB,73.43,1.48,50.47,0.44,12.79,8.64
2019,Jharkhand,JH,31.38,3.86,50.5,0.97,9.67,20.56
2015,Arunachal Pradesh,AR,2.61,1.38,33.75,0.46,11.31,0.22
2012,Andhra Pradesh,AP,46.25,2.46,67.67,1.26,9.38,31.84
2012,Chhattisgarh,CG,25.07,3.28,70.38,1.75,16.15,34.72
2013,Delhi,DL,14.81,2.73,48.35,1.21,7.5,8.35
2010,Tripura,TR,3.63,1.31,63.06,1.2,13.52,1.22
